Id,Label,timeset,dominant_topic,color,color_cluster,pub_sum,pub_weighted,pub_w_4,filter_>=2,label_size,node_size,modularity_class,eigencentrality,clustering,triangles
6566,"Silverberg, Arnold",,C-Confirmation (20),"#DCEDC8","#AED681",2,,,,2,1,9,0.000125,0,0
6583,"Simons, Peter",,A-Language (17),"#80CBC4","#53B6AC",3,,,,3,2,12,0.002189,0.285714,8
6595,"Sintonen, Matti",,F-Explanation (16),"#F7CD7F","#F4B74C",7,,,,2,1,13,0.009047,0.666667,114
6604,"Skiles, Alexander",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.12326,0.764812,1691
6607,"Skipper, Robert A.",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.220559,0.758176,2643
6611,"Sklar, Lawrence",,G-Quantum (14),"#EF8864","#EF8864",16,,,,4,2,26,0.886336,0.761905,4160
6616,"Skow, Bradford",,G-Quantum (14),"#EF8864","#EF8864",6,,,,6,2,26,0.710673,0.757983,2706
6618,"Skyrms, Brian",,C-Probability (9),"#AED681","#AED681",28,,,,12,3,24,0.022779,0.632576,334
6619,"Slater, Barry Hartley",,A-Truth (23),"#439788","#53B6AC",5,,,,4,2,12,0.038481,0.609929,688
6621,"Slater, Matthew H.",,B-Arguments (22),"#97D8A3","#81C884",6,,,,5,2,25,0.020191,0.4,18
6629,"Slowik, Edward",,H-Classics (24),"#D8CCC7","#A1887F",7,,,,7,3,26,0.066121,0.644444,29
6638,"Smead, Rory",,D-Agent-decision (8),"#DCE875","#DCE875",5,,,,4,2,24,0.012632,0.931159,257
6641,"Smets, Sonja",,A-Truth (23),"#439788","#53B6AC",6,,,,3,2,12,0.028793,0.884135,496
6642,"Smid, Jeroen",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.079922,0.839424,758
6652,"Smith, Deborah C.",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.087343,0.719858,812
6661,"Smith, John Maynard",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.19577,0.797565,2096
6669,"Smith, Martin",,C-Probability (9),"#AED681","#AED681",4,,,,4,2,15,0.100321,0.646329,1303
6672,"Smith, Nicholas J. J.",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,3,2,9,0.00045,0,0
6674,"Smith, Quentin",,A-Sentence (7),"#4BA69A","#53B6AC",10,,,,2,1,17,0.012003,0.895425,137
6676,"Smith, Ryan",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,13,0.00227,0.5,3
6677,"Smith, Sheldon R.",,H-Classics (24),"#D8CCC7","#A1887F",8,,,,7,3,2,0.015229,0.65,195
6682,"Smithson, Robert",,B-Scientific-theory (1),"#66BC6A","#81C884",2,,,,2,1,22,0.001659,0,0
6692,"Snyder, Laura J.",,H-Classics (24),"#D8CCC7","#A1887F",6,,,,5,2,2,0.003475,0.872727,48
6694,"Sobel, Jordan Howard",,D-Agent-decision (8),"#DCE875","#DCE875",17,,,,6,2,24,0.022691,0.68254,430
6695,"Sober, Elliott R.",,E-Evolution (5),"#FEFAC4","#FDF176",48,,,,15,4,25,0.017474,0.423077,33
6698,"Soler, Léna",,H-Social (18),"#8D6E63","#A1887F",3,,,,2,1,19,0.061692,0.709091,702
6701,"Solomon, Miriam",,H-Social (18),"#8D6E63","#A1887F",6,,,,2,1,19,0.020596,0.536232,148
6709,"Sorensen, Roy A.",,D-Agent-decision (8),"#DCE875","#DCE875",9,,,,3,2,13,0.000554,1,1
6720,"Spanos, Aris",,C-Experiment (12),"#C5E2A5","#AED681",9,,,,7,3,9,0.018419,0.591093,438
6722,"Spaulding, Shannon",,E-Mind (11),"#FDF176","#FDF176",2,,,,2,1,13,0.007104,0.581028,147
6734,"Spencer, Joshua",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.127518,0.788576,1850
6736,"Spencer, Quayshawn",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.15209,0.963801,1278
6748,"Spohn, Wolfgang",,B-Arguments (22),"#97D8A3","#81C884",12,,,,8,3,15,0.003448,1,6
6751,"Sprenger, Jan",,C-Experiment (12),"#C5E2A5","#AED681",16,,,,12,3,9,0.021672,0.433155,243
6752,"Sprevak, Mark D.",,E-Neurosciences (13),"#DCE875","#FDF176",4,,,,4,2,13,0.017486,0.636364,357
6754,"Spurrett, David",,B-Arguments (22),"#97D8A3","#81C884",4,,,,4,2,4,0.003876,0.214286,6
6765,"Staffel, Julia",,C-Probability (9),"#AED681","#AED681",3,,,,3,2,15,0.09012,0.716393,1311
6768,"Staley, Kent W.",,C-Experiment (12),"#C5E2A5","#AED681",7,,,,7,3,9,0.017215,0.62012,413
6774,"Stan, Marius",,H-Classics (24),"#D8CCC7","#A1887F",3,,,,3,2,2,0.008072,0.756923,246
6777,"Stanford, P. Kyle",,B-Arguments (22),"#97D8A3","#81C884",9,,,,8,3,22,0.003372,0.857143,24
6780,"Stapleford, Scott",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.580246,0.805627,3751
6782,"Staples, Mark",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.011303,0.822222,37
6786,"Statham, Georgie",,F-Causation (19),"#FFDFAC","#F4B74C",2,,,,2,1,13,0.000741,0,0
6790,"Steel, Daniel",,C-Confirmation (20),"#DCEDC8","#AED681",20,,,,19,4,15,0.00537,0.244444,11
6793,"Steele, Katie Siobhan",,C-Experiment (12),"#C5E2A5","#AED681",7,,,,5,2,9,0.015156,0.533333,112
6796,"Stefánsson, H. Orri",,C-Probability (9),"#AED681","#AED681",5,,,,4,2,15,0.033091,0.672365,236
6797,"Stegenga, Jacob",,C-Experiment (12),"#C5E2A5","#AED681",5,,,,4,2,9,0.020332,0.581197,204
6798,"Steglich-Petersen, Asbjørn",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.183314,0.899015,365
6799,"Stegmann, Ulrich E.",,E-Evolution (5),"#FEFAC4","#FDF176",5,,,,5,2,25,0.149043,0.685311,1213
6821,"Stemmer, Nathan",,C-Confirmation (20),"#DCEDC8","#AED681",11,,,,3,2,21,0,0,0
6822,"Stemwedel, Janet D.",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,13,0.007894,0.588235,90
6827,"Stephan, Achim",,E-Mind (11),"#FDF176","#FDF176",5,,,,4,2,4,0.011722,0.378788,25
6830,"Stephens, Christopher",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.173943,0.918033,1680
6833,"Sterelny, Kim",,E-Evolution (5),"#FEFAC4","#FDF176",13,,,,10,3,25,0.210353,0.850877,2425
6844,"Sterrett, Susan G.",,H-History (0),"#BCAAA4","#A1887F",3,,,,3,2,19,0.000121,0,0
6846,"Steup, Matthias",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.530231,0.883473,3154
6861,"Stjernfelt, Frederik",,H-Philosophy (6),"#A1887F","#A1887F",4,,,,3,2,19,0.002064,0.688889,31
6867,"Stojanovic, Isidora",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,3,2,17,0.028088,0.786585,645
6888,"Stotz, Karola",,E-Evolution (5),"#FEFAC4","#FDF176",4,,,,3,2,25,0.20174,0.776491,2213
6900,"Strevens, Michael",,C-Probability (9),"#AED681","#AED681",12,,,,11,3,15,0.050548,0.634146,520
6901,"Strien, Marij",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,26,0.049666,0.638889,23
6908,"Stroud, Barry",,E-Perception (10),"#F9D849","#FDF176",4,,,,3,2,19,0.000469,0,0
6922,"Stump, David J.",,H-Social (18),"#8D6E63","#A1887F",6,,,,2,1,22,0.013206,0.771429,162
6928,"Sturm, Thomas",,H-Social (18),"#8D6E63","#A1887F",5,,,,4,2,19,0.052095,0.676923,528
6931,"Stöltzner, Michael",,G-Quantum (14),"#EF8864","#EF8864",7,,,,7,3,26,0.463251,0.81761,1170
6939,"Sugden, Robert",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,13,0.0058,0.505495,46
6944,"Sullivan, Jacqueline Anne",,E-Neurosciences (13),"#DCE875","#FDF176",5,,,,5,2,13,0.019663,0.660317,416
6948,"Sundholm, Göran",,A-Truth (23),"#439788","#53B6AC",3,,,,2,1,12,0.040022,0.636863,812
6950,"Suppe, Frederick",,B-Scientific-theory (1),"#66BC6A","#81C884",4,,,,2,1,22,0.001387,0.4,4
6951,"Suppes, Patrick",,A-Formal (4),"#B2DFDB","#53B6AC",41,,,,6,2,12,0.006415,0.838095,88
6958,"Suárez, Mauricio",,G-Quantum (14),"#EF8864","#EF8864",13,,,,12,3,26,0.648021,0.859937,2198
6960,"Svetlova, Ekaterina",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,13,0.004397,0.444444,20
6971,"Swinburne, Richard G.",,C-Confirmation (20),"#DCEDC8","#AED681",7,,,,2,1,15,0.00052,0.166667,1
6992,"Tabery, James G.",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.181793,0.681887,1792
7001,"Tal, Eran",,C-Experiment (12),"#C5E2A5","#AED681",5,,,,4,2,9,0.016049,0.714015,377
7005,"Tallant, Jonathan",,F-Property (2),"#F4B74C","#F4B74C",11,,,,11,3,4,0.107369,0.796128,1316
7008,"Tambolo, Luca",,B-Scientific-theory (1),"#66BC6A","#81C884",4,,,,3,2,22,0.020601,0.481781,357
7011,"Tamminga, Allard",,D-Agent-decision (8),"#DCE875","#DCE875",2,,,,2,1,24,0.001,1,1
7017,"Tang, Hao",,A-Language (17),"#80CBC4","#53B6AC",2,,,,2,1,12,0.001243,0.4,6
7024,"Tanona, Scott",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.696275,0.863978,2528
7029,"Tappenden, Paul",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.768742,0.915957,3117
7045,"Taylor, Kenneth A.",,A-Sentence (7),"#4BA69A","#53B6AC",4,,,,3,2,17,0.027457,0.82726,613
7052,"Teh, Nicholas J.",,G-Quantum (14),"#EF8864","#EF8864",5,,,,4,2,26,0.966854,0.852544,4926
7053,"Teira, David",,C-Experiment (12),"#C5E2A5","#AED681",2,,,,2,1,9,0.012345,0.77,231
7055,"Teller, Paul",,G-Quantum (14),"#EF8864","#EF8864",21,,,,9,3,13,0.089547,0.427536,118
7060,"Tennant, Neil",,A-Truth (23),"#439788","#53B6AC",7,,,,4,2,12,0.025939,0.8,348
7062,"Tentori, Katya",,C-Probability (9),"#AED681","#AED681",6,,,,3,2,15,0.063693,0.725177,818
7067,"Tersman, Folke",,B-Arguments (22),"#97D8A3","#81C884",3,,,,3,2,17,0.05423,0.379447,96
7072,"Textor, Mark",,A-Sentence (7),"#4BA69A","#53B6AC",4,,,,4,2,17,0.028275,0.765854,628
7073,"Thagard, Paul R.",,E-Neurosciences (13),"#DCE875","#FDF176",25,,,,6,2,13,0.016094,0.729345,256
7075,"Thalos, Mariam",,B-Arguments (22),"#97D8A3","#81C884",8,,,,7,3,26,0.041655,0.761905,16
7079,"Theurer, Kari L.",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,13,0.018174,0.534091,282
7096,"Thompson, J. Robert",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.022012,0.886022,412
7107,"Thomson-Jones, Martin",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,4,2,13,0.015947,0.590726,293
7108,"Thorn, Paul D.",,C-Probability (9),"#AED681","#AED681",2,,,,2,1,15,0.086751,0.741935,1449
7118,"Thébault, Karim P. Y.",,G-Quantum (14),"#EF8864","#EF8864",6,,,,4,2,26,0.987067,0.809893,5125
7122,"Tiehen, Justin T.",,F-Property (2),"#F4B74C","#F4B74C",5,,,,5,2,4,0.108884,0.711726,1390
7129,"Tiles, Mary",,H-Social (18),"#8D6E63","#A1887F",8,,,,4,2,19,0.09075,0.63214,1483
7130,"Tilley, John J.",,D-Agent-decision (8),"#DCE875","#DCE875",3,,,,2,1,24,0.016929,0.469697,31
7135,"Timpson, Christopher G.",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.941772,0.858608,4688
7143,"Toader, Iulian D.",,A-Formal (4),"#B2DFDB","#53B6AC",2,,,,2,1,12,0.000116,0,0
7156,"Tondl, Ladislav",,H-Social (18),"#8D6E63","#A1887F",3,,,,3,2,19,0.074427,0.72327,1035
7157,"Toon, Adam",,F-Explanation (16),"#F7CD7F","#F4B74C",5,,,,5,2,13,0.018811,0.584084,389
7170,"Tosh, Nick",,B-Arguments (22),"#97D8A3","#81C884",4,,,,4,2,19,0.029043,0.761905,176
7197,"Trout, J. D.",,C-Experiment (12),"#C5E2A5","#AED681",11,,,,5,2,9,0.005286,0.254545,14
7208,"Tsou, Jonathan Y.",,A-Language (17),"#80CBC4","#53B6AC",3,,,,3,2,23,0,0,0
7211,"Tsuji, Marcelo",,A-Formal (4),"#B2DFDB","#53B6AC",2,,,,2,1,12,0.014065,0.306818,162
7212,"Tuana, Nancy",,H-Social (18),"#8D6E63","#A1887F",4,,,,2,1,19,0.079546,0.68498,1172
7214,"Tucker, Aviezer",,H-Social (18),"#8D6E63","#A1887F",3,,,,2,1,25,0.0533,0.842105,160
7215,"Tucker, Chris",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.529977,0.762149,3121
7216,"Tugby, Matthew",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.129864,0.724886,1905
7218,"Tulenheimo, Tero",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.091126,0.727941,99
7220,"Tulodziecki, Dana",,B-Scientific-theory (1),"#66BC6A","#81C884",5,,,,5,2,22,0.008992,0.666667,154
7222,"Tumulka, Roderich",,G-Quantum (14),"#EF8864","#EF8864",5,,,,2,2,26,0.967543,0.83826,4934
7228,"Turner, Derek D.",,B-Scientific-theory (1),"#66BC6A","#81C884",5,,,,5,2,22,0.009403,0.490196,75
7230,"Turner, Stephen",,H-Social (18),"#8D6E63","#A1887F",3,,,,3,2,19,0.01327,0.628205,49
7233,"Turri, John",,B-Knowledge (21),"#81C884","#81C884",9,,,,8,3,5,0.578612,0.875877,3747
7249,"Uckelman, Sara L.",,A-Truth (23),"#439788","#53B6AC",3,,,,3,2,12,0.004291,0.6,9
7250,"Uebel, Thomas E.",,A-Language (17),"#80CBC4","#53B6AC",18,,,,14,4,19,0.008633,0.464286,13
7251,"Uffink, Jos",,F-Causation (19),"#FFDFAC","#F4B74C",3,,,,2,1,9,0.00978,0.2,2
7267,"Urbaniak, Rafal",,A-Truth (23),"#439788","#53B6AC",3,,,,3,2,12,0.033007,0.526024,475
7278,"Vaesen, Krist",,B-Knowledge (21),"#81C884","#81C884",5,,,,4,2,5,0.539305,0.940046,3277
7279,"Vahid, Hamid",,B-Knowledge (21),"#81C884","#81C884",5,,,,4,2,5,0.612311,0.826337,4173
7284,"Valente, Giovanni",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.974372,0.804537,5001
7285,"Valente, Mario Bacelar",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.879808,0.830505,4111
7286,"Vallentyne, Peter",,F-Property (2),"#F4B74C","#F4B74C",5,,,,3,2,4,0.079472,0.941026,734
7292,"Van Bendegem, Jean Paul",,A-Mathematical (15),"#53B6AC","#53B6AC",6,,,,3,2,12,0.023108,0.443697,264
7293,"Van Benthem, Johan F. A. K.",,A-Truth (23),"#439788","#53B6AC",10,,,,5,2,12,0.036285,0.767442,726
7295,"Van Brakel, Jaap",,G-Particles (3),"#F3AA91","#EF8864",11,,,,3,2,4,0.011261,0.348485,23
7309,"Van Der Schaar, Maria",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,3,2,17,0.061582,0.555556,95
7314,"Van Ditmarsch, Hans P.",,A-Truth (23),"#439788","#53B6AC",9,,,,6,2,12,0.031072,0.795796,530
7316,"Van Dyck, Maarten",,H-Classics (24),"#D8CCC7","#A1887F",4,,,,4,2,2,0.007528,0.804348,222
7317,"Van Eck, Dingmar",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,2,2,13,0.021678,0.493927,366
7321,"Van Fraassen, Bas C.",,G-Quantum (14),"#EF8864","#EF8864",32,,,,11,3,26,0.169102,0.688312,159
7349,"Van Riel, Raphael",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.054653,0.87931,357
7363,"Vanderburgh, William L.",,H-Classics (24),"#D8CCC7","#A1887F",3,,,,3,2,2,0.001716,0.666667,10
7364,"Vanderschraaf, Peter",,D-Agent-decision (8),"#DCE875","#DCE875",7,,,,5,2,24,0.016813,0.808468,401
7371,"Varga, Somogy",,E-Mind (11),"#FDF176","#FDF176",3,,,,3,2,13,0.005509,0.657895,125
7383,"Velasco, Joel D.",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.216367,0.80981,2559
7384,"Velázquez-Quesada, Fernando Raymundo",,A-Truth (23),"#439788","#53B6AC",3,,,,2,1,12,0.036788,0.77907,737
7391,"Verhaegh, Sander",,A-Language (17),"#80CBC4","#53B6AC",2,,,,2,1,12,0.002883,0.530303,35
7393,"Vermaas, Pieter E.",,E-Mind (11),"#FDF176","#FDF176",7,,,,4,2,13,0.004554,0.860294,117
7403,"Vezér, Martin A.",,C-Experiment (12),"#C5E2A5","#AED681",2,,,,2,1,9,0.017182,0.639683,403
7406,"Vicente, Agustín",,F-Property (2),"#F4B74C","#F4B74C",5,,,,5,2,4,0.107278,0.671131,1353
7407,"Vickers, John M.",,C-Probability (9),"#AED681","#AED681",6,,,,2,1,15,0.045527,0.637427,109
7408,"Vickers, Peter",,B-Scientific-theory (1),"#66BC6A","#81C884",10,,,,8,3,22,0.008604,0.593074,137
7434,"Volpe, Giorgio",,B-Knowledge (21),"#81C884","#81C884",3,,,,2,1,5,0.612944,0.80994,4172
7435,"Voltolini, Alberto",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.024678,0.904202,538
7445,"Von Plato, Jan",,C-Probability (9),"#AED681","#AED681",10,,,,2,1,12,0.016951,0.536232,148
7453,"Vorms, Marion",,E-Evolution (5),"#FEFAC4","#FDF176",4,,,,4,2,25,0.09683,0.603594,571
7458,"Votsis, Ioannis",,B-Scientific-theory (1),"#66BC6A","#81C884",12,,,,9,3,22,0.015202,0.630159,397
7460,"Vranas, Peter B. M.",,B-Arguments (22),"#97D8A3","#81C884",4,,,,4,2,12,0.008552,0.422222,19
7472,"Wagner, Carl G.",,C-Probability (9),"#AED681","#AED681",13,,,,9,3,15,0.090423,0.6526,1531
7473,"Wagner, Elliott O.",,D-Agent-decision (8),"#DCE875","#DCE875",5,,,,5,2,24,0.014975,0.847291,344
7476,"Wagner, Roy",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.010566,0.813333,244
7498,"Wallace, David",,G-Quantum (14),"#EF8864","#EF8864",7,,,,5,2,26,0.992843,0.751412,5187
7512,"Walsh, Denis M.",,E-Evolution (5),"#FEFAC4","#FDF176",9,,,,9,3,25,0.215089,0.802532,2536
7520,"Walter, Sven",,B-Arguments (22),"#97D8A3","#81C884",3,,,,3,2,13,0.003882,0.288889,13
7522,"Walton, Douglas N.",,B-Arguments (22),"#97D8A3","#81C884",10,,,,6,2,12,0.006998,0.755556,34
7527,"Wang, Linton",,B-Knowledge (21),"#81C884","#81C884",4,,,,3,2,5,0.509457,0.921519,2912
7532,"Wansing, Heinrich",,A-Truth (23),"#439788","#53B6AC",5,,,,5,2,12,0.035459,0.765389,659
7543,"Warren, Jared",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,12,0.007667,0.484848,32
7547,"Waskan, Jonathan",,F-Explanation (16),"#F7CD7F","#F4B74C",3,,,,2,1,13,0.005878,0.551282,43
7556,"Waters, C. Kenneth",,E-Evolution (5),"#FEFAC4","#FDF176",8,,,,3,2,25,0.217218,0.754922,2569
7557,"Watkins, Eric",,H-Classics (24),"#D8CCC7","#A1887F",3,,,,3,2,2,0.00463,0.761905,80
7567,"Wayne, Andrew",,F-Explanation (16),"#F7CD7F","#F4B74C",6,,,,5,2,26,0.179178,0.5,248
7569,"Weatherall, James Owen",,G-Quantum (14),"#EF8864","#EF8864",7,,,,7,3,26,0.956964,0.867925,4830
7571,"Weatherson, Brian",,C-Probability (9),"#AED681","#AED681",2,,,,2,1,15,0.01016,0.355556,16
7572,"Weaver, Christopher Gregory",,A-Truth (23),"#439788","#53B6AC",3,,,,3,2,27,0,0,0
7578,"Weber, Erik",,F-Explanation (16),"#F7CD7F","#F4B74C",10,,,,6,3,13,0.016918,0.649194,322
7581,"Weber, Marcel",,E-Evolution (5),"#FEFAC4","#FDF176",10,,,,10,3,25,0.182375,0.755694,1825
7584,"Webster, William Robert",,E-Perception (10),"#F9D849","#FDF176",4,,,,4,2,13,0.003811,0.72381,76
7590,"Wedgwood, Ralph",,D-Agent-decision (8),"#DCE875","#DCE875",2,,,,2,1,24,0.120881,0.470588,264
7593,"Wehmeier, Kai Frederick",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,3,2,12,0.014968,0.388506,169
7607,"Weinert, Friedel",,G-Particles (3),"#F3AA91","#EF8864",9,,,,3,2,26,0.094263,0.4329,100
7616,"Weinstein, Steven",,G-Quantum (14),"#EF8864","#EF8864",6,,,,6,2,26,0.989195,0.798478,5143
7617,"Weintraub, Ruth",,C-Probability (9),"#AED681","#AED681",9,,,,5,2,15,0.0627,0.535385,174
7618,"Weirich, Paul",,D-Agent-decision (8),"#DCE875","#DCE875",10,,,,4,2,24,0.021663,0.693694,462
7619,"Weisberg, Jonathan",,C-Probability (9),"#AED681","#AED681",4,,,,4,2,15,0.091763,0.664179,1513
7621,"Weisberg, Michael",,F-Explanation (16),"#F7CD7F","#F4B74C",12,,,,9,3,13,0.018433,0.495021,348
7622,"Weiskopf, Daniel Aaron",,E-Neurosciences (13),"#DCE875","#FDF176",9,,,,9,3,13,0.022463,0.552602,499
7624,"Weiss, Bernhard",,A-Truth (23),"#439788","#53B6AC",2,,,,2,1,12,0.04171,0.484694,570
7633,"Welch, John R.",,D-Agent-decision (8),"#DCE875","#DCE875",5,,,,4,2,15,0.041955,0.557143,351
7635,"Welch, Philip D.",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,3,2,12,0.004492,0.363636,20
7636,"Welding, Steen Olaf",,B-Knowledge (21),"#81C884","#81C884",3,,,,2,1,5,0.596561,0.853952,3976
7647,"Wenmackers, Sylvia",,C-Probability (9),"#AED681","#AED681",5,,,,2,2,15,0.078779,0.781169,1203
7650,"Werndl, Charlotte",,G-Quantum (14),"#EF8864","#EF8864",11,,,,8,3,26,0.12929,0.718954,110
7652,"Werning, Markus",,E-Neurosciences (13),"#DCE875","#FDF176",4,,,,4,2,13,0.002062,1,6
7661,"Westerhoff, Jan",,A-Formal (4),"#B2DFDB","#53B6AC",2,,,,2,1,12,0.001165,0,0
7673,"Wheeler, Gregory R.",,C-Probability (9),"#AED681","#AED681",7,,,,6,2,15,0.083693,0.665785,1259
7688,"Whiting, Daniel",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.614541,0.781553,4186
7717,"Wilholt, Torsten",,H-Social (18),"#8D6E63","#A1887F",4,,,,4,2,19,0.048238,0.642375,476
7718,"Wilkenfeld, Daniel A.",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,4,2,13,0.015028,0.625287,272
7733,"Williams, John N.",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.602711,0.818384,4051
7734,"Williams, John Robert Gareth",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,17,0.01307,0.535948,82
7740,"Williams, Neil Edward",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.127435,0.763561,1844
7745,"Williamson, Jon",,C-Probability (9),"#AED681","#AED681",14,,,,11,3,15,0.088676,0.728671,1469
7747,"Williamson, Timothy",,A-Truth (23),"#439788","#53B6AC",8,,,,7,3,12,0.043246,0.556561,738
7752,"Wilson, Alastair",,C-Probability (9),"#AED681","#AED681",4,,,,4,2,15,0.066836,0.711416,673
7760,"Wilson, Jessica",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.131717,0.732401,1571
7762,"Wilson, Mark",,G-Quantum (14),"#EF8864","#EF8864",6,,,,2,1,26,0.052843,0.861111,31
7765,"Wilson, Robert A.",,E-Evolution (5),"#FEFAC4","#FDF176",7,,,,6,2,25,0.191392,0.802817,1995
7766,"Wimsatt, William C.",,E-Evolution (5),"#FEFAC4","#FDF176",12,,,,4,2,25,0.194255,0.758238,2048
7771,"Winsberg, Eric",,C-Experiment (12),"#C5E2A5","#AED681",11,,,,9,3,13,0.007146,0.419048,44
7776,"Winther, Rasmus Grønfeldt",,E-Evolution (5),"#FEFAC4","#FDF176",5,,,,5,2,25,0.165083,0.785299,1485
7782,"Wise, M. Norton",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.000385,0,0
7795,"Wiśniewski, Andrzej",,A-Truth (23),"#439788","#53B6AC",6,,,,4,2,12,0.043042,0.614815,913
7801,"Woleński, Jan",,A-Language (17),"#80CBC4","#53B6AC",3,,,,3,2,12,0.004582,0.424837,65
7804,"Wolff, Johanna",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.12846,0.764385,1541
7806,"Wolff, Michael",,A-Truth (23),"#439788","#53B6AC",3,,,,3,2,12,0.020507,0.773333,232
7819,"Wong, Wai-Hung",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.600929,0.866624,4035
7830,"Woodward, James F.",,F-Causation (19),"#FFDFAC","#F4B74C",33,,,,18,4,9,0.011075,0.517241,210
7831,"Woody, Andrea I.",,F-Explanation (16),"#F7CD7F","#F4B74C",3,,,,3,2,13,0.010281,0.565217,143
7835,"Worrall, John",,B-Arguments (22),"#97D8A3","#81C884",14,,,,8,3,22,0.002497,0.333333,7
7840,"Wray, K. Brad",,B-Scientific-theory (1),"#66BC6A","#81C884",16,,,,16,4,19,0.034018,0.494253,215
7841,"Wreen, Michael J.",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,17,0.02674,0.473485,250
7842,"Wrenn, Chase B.",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.504624,0.896835,2834
7844,"Wright, Cory D.",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,3,2,13,0.010979,0.463203,107
7845,"Wright, Crispin",,B-Arguments (22),"#97D8A3","#81C884",7,,,,2,1,19,0.006448,0.833333,100
7849,"Wright, Stephen",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.601676,0.868342,4043
7850,"Wright, Wayne",,E-Perception (10),"#F9D849","#FDF176",4,,,,4,2,13,0.003949,0.658333,79
7854,"Wroński, Leszek",,A-Formal (4),"#B2DFDB","#53B6AC",5,,,,3,2,9,0.005326,0.626374,57
7864,"Wüthrich, Adrian",,G-Quantum (14),"#EF8864","#EF8864",3,,,,2,2,26,0.839642,0.868864,3717
7865,"Wüthrich, Christian",,G-Quantum (14),"#EF8864","#EF8864",7,,,,5,2,26,0.943207,0.811007,4686
7883,"Yap, Audrey",,A-Mathematical (15),"#53B6AC","#53B6AC",7,,,,5,2,12,0.01565,0.579323,325
7885,"Ye, Feng",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,22,0.000712,1,1
7905,"Yudell, Zanja",,F-Property (2),"#F4B74C","#F4B74C",4,,,,4,2,4,0.101167,0.793266,1178
7909,"Zabell, Sandy L.",,C-Probability (9),"#AED681","#AED681",6,,,,3,2,15,0.076708,0.784512,1165
